岭秀城,7栋L15,通力电梯有限公司,乘客电梯,31104404002007110114,,,,,PT13/20-19,曳引驱动,,,,,,2018-4-16,拱北岭南路8号,,,
岭秀城,8栋L16,通力电梯有限公司,乘客电梯,31104404002007110113,,,,,PT13/20-19,曳引驱动,,,,,,2018-4-16,拱北岭南路8号,,,
岭秀城,8栋L17,通力电梯有限公司,乘客电梯,31104404002007110112,,,,,PT13/20-19,曳引驱动,,,,,,2018-4-16,拱北岭南路8号,,,
岭秀城,3栋L5,通力电梯有限公司,乘客电梯,31104404002007110111,,,,,PT13/18-19,曳引驱动,,,,,,2018-4-16,拱北岭南路8号,,,
晶鼎帆布,,西继迅达（许昌）电梯有限公司,乘客电梯,31304404002015110008,,,,,9000-WT-08-15-2-XS,曳引驱动,,,,,,2018-3-31,珠海市三灶镇鱼弄村,,,
李贵武,L1#,佛山市三水三洋电梯有限公司,乘客电梯,31104409002011010032,,,,,SYTK,曳引驱动,,,,,,2017-12-3,信宜市池洞西村,,,
徐世平,1#,深圳市港日电梯有限公司,乘客电梯,31104409002015050004,,,,,TKJ1000/1.6-JXW,曳引驱动,,,,,,2017-12-2,信宜市飞鹰大转盘旁边,,,
信宜江东房地产有限公司,6#,日立电梯（中国）有限公司,乘客电梯,31104409002017120058,,,,,MCA-1150-CO105,曳引驱动,,,,,,2017-11-2,信宜市教育路1-3号,,,
信宜江东房地产有限公司,18#,日立电梯（中国）有限公司,乘客电梯,31104409002017120059,,,,,MCA-1150-CO105,曳引驱动,,,,,,2017-11-2,信宜市教育路1-3号,,,
信宜江东房地产有限公司,17#,日立电梯（中国）有限公司,乘客电梯,31104409002017120060,,,,,LCA-630-CO105,曳引驱动,,,,,,2017-11-2,信宜市教育路1-3号,,,
信宜江东房地产有限公司,3#,日立电梯（中国）有限公司,乘客电梯,31104409002017120061,,,,,LCA-1050-CO105,曳引驱动,,,,,,2017-11-2,信宜市教育路1-3号,,,
信宜江东房地产有限公司,2#,日立电梯（中国）有限公司,乘客电梯,31104409002017120062,,,,,LCA-825-CO105,曳引驱动,,,,,,2017-11-2,信宜市教育路1-3号,,,
信宜江东房地产有限公司,1#,日立电梯（中国）有限公司,乘客电梯,31104409002017120063,,,,,LCA-825-CO105,曳引驱动,,,,,,2017-11-2,信宜市教育路1-3号,,,
百富广场,K栋2#,日立电梯（中国）有限公司,乘客电梯,31104409002017120105,,,,,MCA-1050-CO120,曳引驱动,,,,,,2017-11-2,信宜市人民南路137号百富广场,,,
百富广场,K栋1#,日立电梯（中国）有限公司,乘客电梯,31104409002017120106,,,,,MCA-1150-CO120,曳引驱动,,,,,,2017-11-2,信宜市人民南路137号百富广场,,,
百富广场,J栋2#,日立电梯（中国）有限公司,乘客电梯,31104409002017120107,,,,,MCA-1050-CO120,曳引驱动,,,,,,2017-11-2,信宜市人民南路137号百富广场,,,
百富广场,J栋1#,日立电梯（中国）有限公司,乘客电梯,31104409002017120108,,,,,MCA-1150-CO120,曳引驱动,,,,,,2017-11-2,信宜市人民南路137号百富广场,,,
百富广场,D栋2#,日立电梯（中国）有限公司,乘客电梯,31104409002017120109,,,,,MCA-1050-CO120,曳引驱动,,,,,,2017-11-2,信宜市人民南路137号百富广场,,,
百富广场,D栋1#,日立电梯（中国）有限公司,乘客电梯,31104409002017120110,,,,,MCA-1050-CO120,曳引驱动,,,,,,2017-11-2,信宜市人民南路137号百富广场,,,
百富广场,C栋2#,日立电梯（中国）有限公司,乘客电梯,31104409002017120111,,,,,MCA-1050-CO120,曳引驱动,,,,,,2017-10-2,信宜市人民南路137号百富广场,,,
百富广场,C栋1#,日立电梯（中国）有限公司,乘客电梯,31104409002017120112,,,,,MCA-1050-CO120,曳引驱动,,,,,,2017-10-2,信宜市人民南路137号百富广场,,,
百富广场,N栋2梯,日立电梯（中国）有限公司,乘客电梯,31104409002017110048,,,,,MCA-1050-CO120,曳引驱动,,,,,,2017-10-2,信宜市人民南路137号百富广场,,,
百富广场,N栋1梯,日立电梯（中国）有限公司,乘客电梯,31104409002017110047,,,,,MCA-1050-CO120,曳引驱动,,,,,,2017-10-2,信宜市人民南路137号百富广场,,,
亘德育龙湾,3栋A梯,广东菱王电梯有限公司,乘客电梯,31104409002011010038,,,,,LTK1000/1.6-VF,曳引驱动,,,,,,2017-10-2,信宜市教育路146号,,,
亘德育龙湾,5栋A梯,广东菱王电梯有限公司,乘客电梯,31104409002011010037,,,,,LTK1000/1.6-VF,曳引驱动,,,,,,2017-10-2,信宜市教育路146号,,,
亘德育龙湾,5栋B梯,广东菱王电梯有限公司,乘客电梯,31104409002011010036,,,,,LTK1000/1.6-VF,曳引驱动,,,,,,2017-10-2,信宜市教育路146号,,,
亘德育龙湾,4栋B梯,广东菱王电梯有限公司,乘客电梯,31104409002011010035,,,,,LTK1000/1.6-VF,曳引驱动,,,,,,2017-10-2,信宜市教育路146号,,,
亘德育龙湾,4栋A梯,广东菱王电梯有限公司,乘客电梯,31104409002011010034,,,,,LTK1000/1.6-VF,曳引驱动,,,,,,2017-10-2,信宜市教育路146号,,,
亘德育龙湾,3栋B梯,广东菱王电梯有限公司,乘客电梯,31104409002011010033,,,,,LTK1000/1.6-VF,曳引驱动,,,,,,2017-10-2,信宜市教育路146号,,,
亘德育龙湾,6栋B梯,广东菱王电梯有限公司,乘客电梯,31104409002011110008,,,,,LTK1000/1.6-VF,曳引驱动,,,,,,2017-10-2,信宜市教育路146号,,,
亘德育龙湾,7栋B梯,广东菱王电梯有限公司,乘客电梯,31104409002011110007,,,,,LTK1000/1.6-VF,曳引驱动,,,,,,2017-10-2,信宜市教育路146号,,,
亘德育龙湾,7栋A梯,广东菱王电梯有限公司,乘客电梯,31104409002011110006,,,,,LTK1000/1.6-VF,曳引驱动,,,,,,2017-10-2,信宜市教育路146号,,,
亘德育龙湾,6栋A梯,广东菱王电梯有限公司,乘客电梯,31104409002011110005,,,,,LTK1000/1.6-VF,曳引驱动,,,,,,2017-10-2,信宜市教育路146号,,,
亘德育龙湾,8栋A梯,广东菱王电梯有限公司,乘客电梯,31104409002012080023,,,,,LTK1000/1.6-VF,曳引驱动,,,,,,2017-10-2,信宜市教育路146号,,,
亘德育龙湾,8栋B梯,广东菱王电梯有限公司,乘客电梯,31104409002012080022,,,,,LTK1000/1.6-VF,曳引驱动,,,,,,2017-10-2,信宜市教育路146号,,,
亘德育龙湾,9栋B梯,广东菱王电梯有限公司,乘客电梯,31104409002012080021,,,,,LTK1000/1.6-VF,曳引驱动,,,,,,2017-10-2,信宜市教育路146号,,,
亘德育龙湾,9栋A梯,广东菱王电梯有限公司,乘客电梯,31104409002012080020,,,,,LTK1000/1.6-VF,曳引驱动,,,,,,2017-10-2,信宜市教育路146号,,,
亘德育龙湾,11栋B梯,广东菱王电梯有限公司,乘客电梯,31104409002013010012,,,,,LTK1000/1.6-VF,曳引驱动,,,,,,2017-10-2,信宜市教育路146号,,,
亘德育龙湾,10栋A梯,广东菱王电梯有限公司,乘客电梯,31104409002013010011,,,,,LTK1000/1.6-VF,曳引驱动,,,,,,2017-10-2,信宜市教育路146号,,,
亘德育龙湾,11栋A梯,广东菱王电梯有限公司,乘客电梯,31104409002013010010,,,,,LTK1000/1.6-VF,曳引驱动,,,,,,2017-10-2,信宜市教育路146号,,,
亘德育龙湾,10栋B梯,广东菱王电梯有限公司,乘客电梯,31104409002013010009,,,,,LTK1000/1.6-VF,曳引驱动,,,,,,2017-10-2,信宜市教育路146号,,,
亘德育龙湾,2栋,广东菱王电梯有限公司,乘客电梯,31104409002010090008,,,,,LTK1000/1.6-VF,曳引驱动,,,,,,2017-10-2,信宜市教育路146号,,,
亘德育龙湾,1栋,广东菱王电梯有限公司,乘客电梯,31104409002010090007,,,,,LTK1000/1.6-VF,曳引驱动,,,,,,2017-10-2,信宜市教育路146号,,,
信宜市金信房地产有限公司,L3#,江南嘉捷电梯股份有限公司,乘客电梯,31104409002017100052,,,,,S830,曳引驱动,,,,,,2017-9-1,信宜市新尚路维港ktv后背,,,
信宜市金信房地产有限公司,L2#,江南嘉捷电梯股份有限公司,乘客电梯,31104409002017100053,,,,,S830,曳引驱动,,,,,,2017-9-1,信宜市新尚路维港ktv后背,,,
信宜市金信房地产有限公司,L1#,江南嘉捷电梯股份有限公司,乘客电梯,31104409002017100051,,,,,S830,曳引驱动,,,,,,2017-9-1,信宜市新尚路维港ktv后背,,,
信宜市家装易科技发展有限公司,L1#,日立电梯（中国）有限公司,乘客电梯,31104409002018010112,,,,,HGE-825-CO90,曳引驱动,,,,,,2017-9-1,信宜市粤桂路大转盘旁边,,,
信宜市第三中学,L2#,康力电梯有限公司,乘客电梯,31104409002018030142,,,,,KLK1,曳引驱动,,,,,,2017-7-1,信宜市竹山路第三中学,,,
信宜市明雄房地产开发有限公司,L2#,佛山市三水三洋电梯有限公司,乘客电梯,31104409002017110082,,,,,SYTK,曳引驱动,,,,,,2017-6-1,信宜市迎宾大道北侨城一路与环城西路交叉口西北50米明伟家园,,,
信宜市明雄房地产开发有限公司,L1#,佛山市三水三洋电梯有限公司,乘客电梯,31104409002017110081,,,,,SYTK,曳引驱动,,,,,,2017-6-1,信宜市迎宾大道北侨城一路与环城西路交叉口西北50米明伟家园,,,
信宜市家苑物业有限公司,L1#,永大电梯设备（中国）有限公司,乘客电梯,31104409002018010038,,,,,e'IQ-P,曳引驱动,,,,,,2017-5-1,信宜市红旗路,,,
林莹强,L1#,佛山市三水三洋电梯有限公司,乘客电梯,31104409002017100021,,,,,SYTK,曳引驱动,,,,,,2018-3-1,信宜市食品街,,,
赖超凤,L1#,江南嘉捷电梯股份有限公司,乘客电梯,31104409002017040030,,,,,S830,曳引驱动,,,,,,2018-3-1,信宜市新里11路24号,,,
拱北润珠酒店,,佛山市三水三洋电梯有限公司,乘客电梯,31104404002006020011,,,,,TKJ1000/1.0-JXVF,曳引驱动,,,,,,2018-5-14,珠海市拱北润珠酒店,,,
海怡湾畔,1#（3栋）,苏州迅达电梯有限公司,乘客电梯,31104404002008090071,,,,,Schindler 300PIII,曳引驱动,,,,,,2017-6-1,唐家金唐路333号海怡湾畔,,,
海怡湾畔,2#（3栋）,苏州迅达电梯有限公司,乘客电梯,31104404002008090070,,,,,Schindler 300PIII,曳引驱动,,,,,,2017-6-1,唐家金唐路333号海怡湾畔,,,
海怡湾畔,3#（3栋）,苏州迅达电梯有限公司,乘客电梯,31104404002008090069,,,,,Schindler 300PIII,曳引驱动,,,,,,2017-6-1,唐家金唐路333号海怡湾畔,,,
