江苏师范大学,24号楼琴房楼,东芝电梯,乘客电梯,31103203232003091256,2#,华升富士达电梯有限公司,2003-05-01,ST-030946-2,TKJ1000/1.0-JX,曳引驱动,5,5,5,1000,1,2017-11-17,上海路101号,,,
江苏师范大学,化学楼,莱茵电梯,乘客电梯,31103203232014101361,22#,华升富士达电梯有限公司,2003-05-01,06-27-65,DY-30A,曳引驱动,6,6,6,1000,1,2017-11-21,上海路101号,,,
江苏师范大学,静远楼1号梯(北梯）,华升富士达电梯,乘客电梯,31103203232004121592,P3,华升富士达电梯有限公司,2004-07-01,AAA2086,EXCEL-DXVF,曳引驱动,21,21,21,1350,2.5,2017-11-17,上海路101号,,,
江苏师范大学,静远楼2号梯(中梯）,华升富士达电梯,乘客电梯,31103203232004121591,P2,华升富士达电梯有限公司,2004-07-01,AAA2085,EXCEL-DXVF,曳引驱动,21,21,21,1350,2.5,2017-11-17,上海路101号,,,
江苏师范大学,静远楼3号梯(南梯）,华升富士达电梯,乘客电梯,31103203232004121590,P1,华升富士达电梯有限公司,2004-07-01,AAA2084,EXCEL-DXVF,曳引驱动,22,22,22,1350,2.5,2017-11-17,上海路101号,,,
江苏师范大学,静远楼4号梯,华升富士达电梯,乘客电梯,31103203232004121589,P4,华升富士达电梯有限公司,2004-07-01,ADA2587,GLVF-II,曳引驱动,19,19,19,800,2.5,2017-11-17,上海路101号,,,
江苏师范大学,敬文图书馆南梯,东芝电梯,乘客电梯,31103203232017040010,#,华升富士达电梯有限公司,2016-09-01,GA161763-020,ELCOSMO-E PLUS,曳引驱动,4,4,4,1050,1,2018-05-18,上海路101号,,,
江苏师范大学,敬文图书馆北梯,东芝电梯,乘客电梯,31103203232017040011,#,华升富士达电梯有限公司,2016-09-01,GA161763-010,ELCOSMO-E PLUS,曳引驱动,4,4,4,1050,1,2018-05-18,上海路101号,,,
华润苏果坝子街店,超市仓库5#梯（北梯）,恒达富士电梯,载货电梯,32103203022012070857,5#,日立电梯（中国）有限公司,2011-11-01,201110175A,WT-VFI,曳引驱动,6,6,6,2000,0.5,2018-07-09,江苏省徐州市鼓楼区环城路173号福源广场,,,
华润苏果坝子街店,超市仓库6#梯（南梯）,恒达富士电梯,载货电梯,32103203022012070858,,日立电梯（中国）有限公司,2011-11-01,201110176B,WT-VFI,曳引驱动,6,6,6,2000,0.5,2018-07-09,江苏省徐州市鼓楼区环城路173号福源广场,,,
华润苏果下淀路店,超市收货区东梯,江南嘉捷电梯,载货电梯,32103203022011121156,1#,日立电梯（中国）有限公司,2011-08-01,11J50727,F2000D05S-D0,曳引驱动,2,2,2,2000,0.5,2017-06-16,江苏省徐州市鼓楼区下淀路,,,
徐州华润电力,办公楼东梯,东芝电梯,乘客电梯,31103203232016122300,,日立电梯（中国）有限公司,2016-07-14,GA160536-010,ELCOSMO-III,曳引驱动,16,16,16,1050,1.75,2017-10-20,华润路1号,,,
徐州华润电力,办公楼西梯,东芝电梯,乘客电梯,31103203232016101984,,日立电梯（中国）有限公司,2016-07-14,GA160536-020,ELCOSMO-III,曳引驱动,16,16,16,1050,1.75,2017-10-20,华润路1号,,,
徐州华润电力,1号炉,上海三菱电梯,乘客电梯,31103203232016030645,,日立电梯（中国）有限公司,2014-11-01,141102846,HOPE-II,曳引驱动,9,9,9,1600,1.5,2018-03-13,华润路1号,,,
